"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=9] [kQuality=7] (NLDR)","HSLMDS [k=9] [kQuality=7] (NLDR)","HSLMDS (NLDR)",9,NA,0.72,0.43,1,NA,1.889,0.962,1,0.923,0.929,1,0.963,20,11.978,0.599,0.377
"HSLMDS [k=9] [kQuality=8] (NLDR)","HSLMDS [k=9] [kQuality=8] (NLDR)","HSLMDS (NLDR)",9,NA,0.72,0.43,1,NA,1.877,0.962,1,0.923,0.929,1,0.963,20,11.978,0.599,0.377
"HSLMDS [k=9] [kQuality=9] (NLDR)","HSLMDS [k=9] [kQuality=9] (NLDR)","HSLMDS (NLDR)",9,NA,0.72,0.43,1,NA,1.858,0.962,1,0.923,0.929,1,0.963,20,11.978,0.599,0.377
"HSLMDS [k=90] (rNLDR)","HSLMDS [k=90] (rNLDR)","HSLMDS (rNLDR)",90,NA,0.78,0.56,1,NA,81.031,1,1,1,1,1,1,13,7.571,0.582,0.438
"HSLMDS [k=90] [kQuality=87] (NLDR)","HSLMDS [k=90] [kQuality=87] (NLDR)","HSLMDS (NLDR)",90,NA,0.79,0.57,1,NA,1.519,1,1,1,1,1,1,17,10.78,0.634,0.445
"HSLMDS [k=90] [kQuality=88] (NLDR)","HSLMDS [k=90] [kQuality=88] (NLDR)","HSLMDS (NLDR)",90,NA,0.8,0.6,1,NA,2.425,0.923,1,0.846,0.867,1,0.929,26,19.736,0.759,0.47
"HSLMDS [k=90] [kQuality=89] (NLDR)","HSLMDS [k=90] [kQuality=89] (NLDR)","HSLMDS (NLDR)",90,NA,0.8,0.6,1,NA,2.427,0.923,1,0.846,0.867,1,0.929,26,19.736,0.759,0.47
"HSLMDS [k=90] [kQuality=90] (NLDR)","HSLMDS [k=90] [kQuality=90] (NLDR)","HSLMDS (NLDR)",90,NA,0.75,0.49,1,NA,1.755,0.962,1,0.923,0.929,1,0.963,13,7.209,0.555,0.41
"HSMDS (NLDR)","HSMDS (NLDR)","HSMDS (NLDR)",NA,NA,0.8,0.6,3,0,2.068,0.923,1,0.846,0.867,1,0.929,26,19.736,0.759,0.47
"Isomap [k=12]","Isomap [k=12]","Isomap",12,NA,0.75,0.5,1,NA,0.437,0.923,0.923,0.923,0.923,0.923,0.923,18,11.209,0.623,0.423
"Isomap [k=15]","Isomap [k=15]","Isomap",15,NA,0.75,0.49,1,NA,0.413,0.923,0.923,0.923,0.923,0.923,0.923,19,11.824,0.622,0.411
"Isomap [k=18]","Isomap [k=18]","Isomap",18,NA,0.75,0.49,1,NA,0.421,0.885,0.846,0.923,0.917,0.846,0.88,21,13.484,0.642,0.409
"Isomap [k=21]","Isomap [k=21]","Isomap",21,NA,0.75,0.49,1,NA,0.463,0.923,0.923,0.923,0.923,0.923,0.923,21,13.582,0.647,0.413
"Isomap [k=24]","Isomap [k=24]","Isomap",24,NA,0.76,0.51,1,NA,0.472,0.885,0.923,0.846,0.857,0.923,0.889,16,9.813,0.613,0.436
"Isomap [k=27]","Isomap [k=27]","Isomap",27,NA,0.76,0.52,1,NA,0.436,0.885,1,0.769,0.812,1,0.897,15,9.187,0.612,0.446
"Isomap [k=3]","Isomap [k=3]","Isomap",3,NA,0.71,0.42,1,NA,0.382,0.923,1,0.846,0.867,1,0.929,24,15.253,0.636,0.369
"Isomap [k=30]","Isomap [k=30]","Isomap",30,NA,0.76,0.51,1,NA,0.445,0.885,1,0.769,0.812,1,0.897,15,8.912,0.594,0.427
"Isomap [k=33]","Isomap [k=33]","Isomap",33,NA,0.76,0.51,1,NA,0.445,0.885,1,0.769,0.812,1,0.897,16,9.626,0.602,0.424
"Isomap [k=36]","Isomap [k=36]","Isomap",36,NA,0.76,0.51,1,NA,0.493,0.885,1,0.769,0.812,1,0.897,13,7.297,0.561,0.417
"Isomap [k=39]","Isomap [k=39]","Isomap",39,NA,0.76,0.51,1,NA,0.454,0.885,1,0.769,0.812,1,0.897,13,7.187,0.553,0.408
"Isomap [k=42]","Isomap [k=42]","Isomap",42,NA,0.76,0.51,1,NA,0.459,0.885,1,0.769,0.812,1,0.897,13,7.121,0.548,0.403
"Isomap [k=45]","Isomap [k=45]","Isomap",45,NA,0.76,0.52,1,NA,0.463,0.885,1,0.769,0.812,1,0.897,13,7,0.538,0.394
"Isomap [k=48]","Isomap [k=48]","Isomap",48,NA,0.76,0.52,1,NA,0.463,0.885,1,0.769,0.812,1,0.897,13,6.945,0.534,0.39
"Isomap [k=51]","Isomap [k=51]","Isomap",51,NA,0.77,0.53,1,NA,0.467,0.885,1,0.769,0.812,1,0.897,13,7.044,0.542,0.397
"Isomap [k=54]","Isomap [k=54]","Isomap",54,NA,0.77,0.53,1,NA,0.514,0.885,1,0.769,0.812,1,0.897,13,7.066,0.544,0.399
"Isomap [k=57]","Isomap [k=57]","Isomap",57,NA,0.77,0.53,1,NA,0.473,0.923,1,0.846,0.867,1,0.929,26,17.67,0.68,0.391
"Isomap [k=6]","Isomap [k=6]","Isomap",6,NA,0.74,0.48,1,NA,0.376,0.962,1,0.923,0.929,1,0.963,17,10.308,0.606,0.417
"Isomap [k=60]","Isomap [k=60]","Isomap",60,NA,0.77,0.53,1,NA,0.475,0.885,1,0.769,0.812,1,0.897,27,18.78,0.696,0.396
"Isomap [k=63]","Isomap [k=63]","Isomap",63,NA,0.77,0.53,1,NA,0.516,0.846,0.923,0.769,0.8,0.923,0.857,28,19.835,0.708,0.397
"Isomap [k=66]","Isomap [k=66]","Isomap",66,NA,0.77,0.53,1,NA,0.474,0.885,1,0.769,0.812,1,0.897,15,8.56,0.571,0.404
"Isomap [k=69]","Isomap [k=69]","Isomap",69,NA,0.76,0.52,1,NA,0.476,0.885,1,0.769,0.812,1,0.897,22,14.374,0.653,0.409
"Isomap [k=72]","Isomap [k=72]","Isomap",72,NA,0.77,0.53,1,NA,0.479,0.885,1,0.769,0.812,1,0.897,23,15.593,0.678,0.422
"Isomap [k=75]","Isomap [k=75]","Isomap",75,NA,0.77,0.53,1,NA,0.48,0.962,1,0.923,0.929,1,0.963,23,15.758,0.685,0.43
"Isomap [k=78]","Isomap [k=78]","Isomap",78,NA,0.77,0.54,1,NA,0.48,1,1,1,1,1,1,23,15.835,0.688,0.433
"Isomap [k=81]","Isomap [k=81]","Isomap",81,NA,0.77,0.54,1,NA,0.48,1,1,1,1,1,1,14,8.187,0.585,0.429
"Isomap [k=84]","Isomap [k=84]","Isomap",84,NA,0.78,0.55,1,NA,0.48,1,1,1,1,1,1,13,7.615,0.586,0.441
"Isomap [k=87]","Isomap [k=87]","Isomap",87,NA,0.77,0.52,1,NA,0.527,1,1,1,1,1,1,16,9.648,0.603,0.425
"Isomap [k=9]","Isomap [k=9]","Isomap",9,NA,0.75,0.5,1,NA,0.426,0.808,0.692,0.923,0.9,0.692,0.783,20,12.725,0.636,0.414
"Isomap [k=90]","Isomap [k=90]","Isomap",90,NA,0.76,0.51,1,NA,0.482,1,1,1,1,1,1,13,7.286,0.56,0.416
"kPCA","kPCA","kPCA",NA,NA,0.51,0.01,3,0,0.113,0.462,0.615,0.308,0.471,0.615,0.533,2,0.099,0.049,0.027
"LMDS [k=12] (rNLDR)","LMDS [k=12] (rNLDR)","LMDS (rNLDR)",12,NA,0.75,0.49,1,NA,16.615,0.962,0.923,1,1,0.923,0.96,20,12.989,0.649,0.427
"LMDS [k=12] (smacofx)","LMDS [k=12] (smacofx)","LMDS (smacofx)",12,NA,0.76,0.51,1,NA,2.538,1,1,1,1,1,1,13,7.286,0.56,0.416
"LMDS [k=12] [kQuality=10] (NLDR)","LMDS [k=12] [kQuality=10] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.46,1,NA,0.232,0.923,1,0.846,0.867,1,0.929,11,5.769,0.524,0.402
"LMDS [k=12] [kQuality=11] (NLDR)","LMDS [k=12] [kQuality=11] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.46,1,NA,0.232,0.923,1,0.846,0.867,1,0.929,11,5.769,0.524,0.402
"LMDS [k=12] [kQuality=12] (NLDR)","LMDS [k=12] [kQuality=12] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.46,1,NA,0.232,0.923,1,0.846,0.867,1,0.929,11,5.769,0.524,0.402
"LMDS [k=12] [kQuality=13] (NLDR)","LMDS [k=12] [kQuality=13] (NLDR)","LMDS (NLDR)",12,NA,0.75,0.49,1,NA,0.253,0.962,0.923,1,1,0.923,0.96,20,12.989,0.649,0.427
"LMDS [k=12] [kQuality=14] (NLDR)","LMDS [k=12] [kQuality=14] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.46,1,NA,0.232,0.923,1,0.846,0.867,1,0.929,11,5.769,0.524,0.402
"LMDS [k=12] [kQuality=15] (NLDR)","LMDS [k=12] [kQuality=15] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.46,1,NA,0.232,0.923,1,0.846,0.867,1,0.929,11,5.769,0.524,0.402
"LMDS [k=12] [kQuality=9] (NLDR)","LMDS [k=12] [kQuality=9] (NLDR)","LMDS (NLDR)",12,NA,0.73,0.46,1,NA,0.232,0.923,1,0.846,0.867,1,0.929,11,5.769,0.524,0.402
"LMDS [k=15] (rNLDR)","LMDS [k=15] (rNLDR)","LMDS (rNLDR)",15,NA,0.76,0.52,1,NA,67.124,0.885,0.846,0.923,0.917,0.846,0.88,22,15.396,0.7,0.455
"LMDS [k=15] (smacofx)","LMDS [k=15] (smacofx)","LMDS (smacofx)",15,NA,0.76,0.51,1,NA,2.864,1,1,1,1,1,1,13,7.286,0.56,0.416
"LMDS [k=15] [kQuality=12] (NLDR)","LMDS [k=15] [kQuality=12] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.46,1,NA,0.99,0.885,1,0.769,0.812,1,0.897,15,8.527,0.568,0.402
"LMDS [k=15] [kQuality=13] (NLDR)","LMDS [k=15] [kQuality=13] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.46,1,NA,0.987,0.885,1,0.769,0.812,1,0.897,15,8.527,0.568,0.402
"LMDS [k=15] [kQuality=14] (NLDR)","LMDS [k=15] [kQuality=14] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.46,1,NA,0.955,0.885,1,0.769,0.812,1,0.897,15,8.527,0.568,0.402
"LMDS [k=15] [kQuality=15] (NLDR)","LMDS [k=15] [kQuality=15] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.46,1,NA,0.993,0.885,1,0.769,0.812,1,0.897,15,8.527,0.568,0.402
"LMDS [k=15] [kQuality=16] (NLDR)","LMDS [k=15] [kQuality=16] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.46,1,NA,0.997,0.885,1,0.769,0.812,1,0.897,15,8.527,0.568,0.402
"LMDS [k=15] [kQuality=17] (NLDR)","LMDS [k=15] [kQuality=17] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.46,1,NA,0.993,0.885,1,0.769,0.812,1,0.897,15,8.527,0.568,0.402
"LMDS [k=15] [kQuality=18] (NLDR)","LMDS [k=15] [kQuality=18] (NLDR)","LMDS (NLDR)",15,NA,0.73,0.46,1,NA,0.991,0.885,1,0.769,0.812,1,0.897,15,8.527,0.568,0.402
"LMDS [k=18] (rNLDR)","LMDS [k=18] (rNLDR)","LMDS (rNLDR)",18,NA,0.77,0.53,1,NA,12.559,0.846,0.769,0.923,0.909,0.769,0.833,20,13.527,0.676,0.454
"LMDS [k=18] (smacofx)","LMDS [k=18] (smacofx)","LMDS (smacofx)",18,NA,0.76,0.51,1,NA,4.194,1,1,1,1,1,1,13,7.286,0.56,0.416
"LMDS [k=18] [kQuality=15] (NLDR)","LMDS [k=18] [kQuality=15] (NLDR)","LMDS (NLDR)",18,NA,0.75,0.5,1,NA,0.507,0.923,1,0.846,0.867,1,0.929,22,14.934,0.679,0.434
"LMDS [k=18] [kQuality=16] (NLDR)","LMDS [k=18] [kQuality=16] (NLDR)","LMDS (NLDR)",18,NA,0.75,0.5,1,NA,0.485,0.923,1,0.846,0.867,1,0.929,22,14.934,0.679,0.434
"LMDS [k=18] [kQuality=17] (NLDR)","LMDS [k=18] [kQuality=17] (NLDR)","LMDS (NLDR)",18,NA,0.75,0.5,1,NA,0.507,0.923,1,0.846,0.867,1,0.929,22,14.934,0.679,0.434
"LMDS [k=18] [kQuality=18] (NLDR)","LMDS [k=18] [kQuality=18] (NLDR)","LMDS (NLDR)",18,NA,0.72,0.43,1,NA,0.238,0.885,0.846,0.923,0.917,0.846,0.88,21,12.648,0.602,0.369
"LMDS [k=18] [kQuality=19] (NLDR)","LMDS [k=18] [kQuality=19] (NLDR)","LMDS (NLDR)",18,NA,0.72,0.43,1,NA,0.238,0.885,0.846,0.923,0.917,0.846,0.88,21,12.648,0.602,0.369
"LMDS [k=18] [kQuality=20] (NLDR)","LMDS [k=18] [kQuality=20] (NLDR)","LMDS (NLDR)",18,NA,0.72,0.43,1,NA,0.237,0.885,0.846,0.923,0.917,0.846,0.88,21,12.648,0.602,0.369
"LMDS [k=18] [kQuality=21] (NLDR)","LMDS [k=18] [kQuality=21] (NLDR)","LMDS (NLDR)",18,NA,0.72,0.43,1,NA,0.238,0.885,0.846,0.923,0.917,0.846,0.88,21,12.648,0.602,0.369
"LMDS [k=21] (rNLDR)","LMDS [k=21] (rNLDR)","LMDS (rNLDR)",21,NA,0.77,0.53,1,NA,15.315,0.885,0.923,0.846,0.857,0.923,0.889,21,14.571,0.694,0.461
"LMDS [k=21] (smacofx)","LMDS [k=21] (smacofx)","LMDS (smacofx)",21,NA,0.76,0.51,1,NA,1.151,1,1,1,1,1,1,13,7.286,0.56,0.416
"LMDS [k=21] [kQuality=18] (NLDR)","LMDS [k=21] [kQuality=18] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.5,1,NA,0.422,0.923,1,0.846,0.867,1,0.929,15,9.209,0.614,0.447
"LMDS [k=21] [kQuality=19] (NLDR)","LMDS [k=21] [kQuality=19] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.5,1,NA,0.42,0.923,1,0.846,0.867,1,0.929,15,9.209,0.614,0.447
"LMDS [k=21] [kQuality=20] (NLDR)","LMDS [k=21] [kQuality=20] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.5,1,NA,0.421,0.923,1,0.846,0.867,1,0.929,15,9.209,0.614,0.447
"LMDS [k=21] [kQuality=21] (NLDR)","LMDS [k=21] [kQuality=21] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.5,1,NA,0.421,0.923,1,0.846,0.867,1,0.929,15,9.209,0.614,0.447
"LMDS [k=21] [kQuality=22] (NLDR)","LMDS [k=21] [kQuality=22] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.5,1,NA,0.421,0.923,1,0.846,0.867,1,0.929,15,9.209,0.614,0.447
"LMDS [k=21] [kQuality=23] (NLDR)","LMDS [k=21] [kQuality=23] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.5,1,NA,0.416,0.923,1,0.846,0.867,1,0.929,15,9.209,0.614,0.447
"LMDS [k=21] [kQuality=24] (NLDR)","LMDS [k=21] [kQuality=24] (NLDR)","LMDS (NLDR)",21,NA,0.75,0.5,1,NA,0.426,0.923,1,0.846,0.867,1,0.929,15,9.209,0.614,0.447
"LMDS [k=24] (rNLDR)","LMDS [k=24] (rNLDR)","LMDS (rNLDR)",24,NA,0.77,0.54,1,NA,38.714,0.923,1,0.846,0.867,1,0.929,21,14.593,0.695,0.462
"LMDS [k=24] (smacofx)","LMDS [k=24] (smacofx)","LMDS (smacofx)",24,NA,0.76,0.51,1,NA,1.598,1,1,1,1,1,1,13,7.286,0.56,0.416
"LMDS [k=24] [kQuality=21] (NLDR)","LMDS [k=24] [kQuality=21] (NLDR)","LMDS (NLDR)",24,NA,0.76,0.51,1,NA,0.925,0.923,1,0.846,0.867,1,0.929,21,14.209,0.677,0.443
"LMDS [k=24] [kQuality=22] (NLDR)","LMDS [k=24] [kQuality=22] (NLDR)","LMDS (NLDR)",24,NA,0.76,0.51,1,NA,0.911,0.923,1,0.846,0.867,1,0.929,21,14.209,0.677,0.443
"LMDS [k=24] [kQuality=23] (NLDR)","LMDS [k=24] [kQuality=23] (NLDR)","LMDS (NLDR)",24,NA,0.76,0.51,1,NA,0.911,0.923,1,0.846,0.867,1,0.929,21,14.209,0.677,0.443
"LMDS [k=24] [kQuality=24] (NLDR)","LMDS [k=24] [kQuality=24] (NLDR)","LMDS (NLDR)",24,NA,0.76,0.51,1,NA,0.911,0.923,1,0.846,0.867,1,0.929,21,14.209,0.677,0.443
"LMDS [k=24] [kQuality=25] (NLDR)","LMDS [k=24] [kQuality=25] (NLDR)","LMDS (NLDR)",24,NA,0.76,0.51,1,NA,0.913,0.923,1,0.846,0.867,1,0.929,21,14.209,0.677,0.443
"LMDS [k=24] [kQuality=26] (NLDR)","LMDS [k=24] [kQuality=26] (NLDR)","LMDS (NLDR)",24,NA,0.76,0.51,1,NA,0.911,0.923,1,0.846,0.867,1,0.929,21,14.209,0.677,0.443
"LMDS [k=24] [kQuality=27] (NLDR)","LMDS [k=24] [kQuality=27] (NLDR)","LMDS (NLDR)",24,NA,0.76,0.51,1,NA,0.91,0.923,1,0.846,0.867,1,0.929,21,14.209,0.677,0.443
"LMDS [k=27] (rNLDR)","LMDS [k=27] (rNLDR)","LMDS (rNLDR)",27,NA,0.78,0.55,1,NA,17.627,0.923,1,0.846,0.867,1,0.929,19,12.659,0.666,0.455
"LMDS [k=27] (smacofx)","LMDS [k=27] (smacofx)","LMDS (smacofx)",27,NA,0.76,0.51,1,NA,1.097,1,1,1,1,1,1,13,7.286,0.56,0.416
"LMDS [k=27] [kQuality=24] (NLDR)","LMDS [k=27] [kQuality=24] (NLDR)","LMDS (NLDR)",27,NA,0.76,0.51,1,NA,0.267,0.923,1,0.846,0.867,1,0.929,21,14.33,0.682,0.449
"LMDS [k=27] [kQuality=25] (NLDR)","LMDS [k=27] [kQuality=25] (NLDR)","LMDS (NLDR)",27,NA,0.76,0.51,1,NA,0.268,0.923,1,0.846,0.867,1,0.929,21,14.33,0.682,0.449
"LMDS [k=27] [kQuality=26] (NLDR)","LMDS [k=27] [kQuality=26] (NLDR)","LMDS (NLDR)",27,NA,0.76,0.51,1,NA,0.271,0.923,1,0.846,0.867,1,0.929,21,14.33,0.682,0.449
"LMDS [k=27] [kQuality=27] (NLDR)","LMDS [k=27] [kQuality=27] (NLDR)","LMDS (NLDR)",27,NA,0.76,0.51,1,NA,0.273,0.923,1,0.846,0.867,1,0.929,21,14.33,0.682,0.449
"LMDS [k=27] [kQuality=28] (NLDR)","LMDS [k=27] [kQuality=28] (NLDR)","LMDS (NLDR)",27,NA,0.76,0.51,1,NA,0.269,0.923,1,0.846,0.867,1,0.929,21,14.33,0.682,0.449
"LMDS [k=27] [kQuality=29] (NLDR)","LMDS [k=27] [kQuality=29] (NLDR)","LMDS (NLDR)",27,NA,0.76,0.51,1,NA,0.268,0.923,1,0.846,0.867,1,0.929,21,14.33,0.682,0.449
"LMDS [k=27] [kQuality=30] (NLDR)","LMDS [k=27] [kQuality=30] (NLDR)","LMDS (NLDR)",27,NA,0.76,0.51,1,NA,0.269,0.923,1,0.846,0.867,1,0.929,21,14.33,0.682,0.449
"LMDS [k=3] (rNLDR)","LMDS [k=3] (rNLDR)","LMDS (rNLDR)",3,NA,0.7,0.4,1,NA,44.777,0.923,1,0.846,0.867,1,0.929,26,16.835,0.648,0.359
"LMDS [k=3] (smacofx)","LMDS [k=3] (smacofx)","LMDS (smacofx)",3,NA,0.76,0.51,1,NA,16.99,1,1,1,1,1,1,13,7.286,0.56,0.416
"LMDS [k=3] [kQuality=1] (NLDR)","LMDS [k=3] [kQuality=1] (NLDR)","LMDS (NLDR)",3,NA,0.71,0.41,1,NA,0.34,0.923,1,0.846,0.867,1,0.929,17,9.505,0.559,0.37
"LMDS [k=3] [kQuality=2] (NLDR)","LMDS [k=3] [kQuality=2] (NLDR)","LMDS (NLDR)",3,NA,0.7,0.4,1,NA,0.453,0.923,1,0.846,0.867,1,0.929,26,16.835,0.648,0.359
"LMDS [k=3] [kQuality=3] (NLDR)","LMDS [k=3] [kQuality=3] (NLDR)","LMDS (NLDR)",3,NA,0.7,0.4,1,NA,0.453,0.923,1,0.846,0.867,1,0.929,26,16.835,0.648,0.359
"LMDS [k=3] [kQuality=4] (NLDR)","LMDS [k=3] [kQuality=4] (NLDR)","LMDS (NLDR)",3,NA,0.7,0.4,1,NA,0.452,0.923,1,0.846,0.867,1,0.929,26,16.835,0.648,0.359
"LMDS [k=3] [kQuality=5] (NLDR)","LMDS [k=3] [kQuality=5] (NLDR)","LMDS (NLDR)",3,NA,0.7,0.4,1,NA,0.453,0.923,1,0.846,0.867,1,0.929,26,16.835,0.648,0.359
"LMDS [k=3] [kQuality=6] (NLDR)","LMDS [k=3] [kQuality=6] (NLDR)","LMDS (NLDR)",3,NA,0.71,0.41,1,NA,0.339,0.923,1,0.846,0.867,1,0.929,17,9.505,0.559,0.37
"LMDS [k=30] (rNLDR)","LMDS [k=30] (rNLDR)","LMDS (rNLDR)",30,NA,0.78,0.55,1,NA,9.404,0.923,1,0.846,0.867,1,0.929,16,10.132,0.633,0.455
"LMDS [k=30] (smacofx)","LMDS [k=30] (smacofx)","LMDS (smacofx)",30,NA,0.76,0.51,1,NA,2.193,1,1,1,1,1,1,13,7.286,0.56,0.416
"LMDS [k=30] [kQuality=27] (NLDR)","LMDS [k=30] [kQuality=27] (NLDR)","LMDS (NLDR)",30,NA,0.76,0.52,1,NA,0.26,0.885,1,0.769,0.812,1,0.897,24,17.099,0.712,0.446
"LMDS [k=30] [kQuality=28] (NLDR)","LMDS [k=30] [kQuality=28] (NLDR)","LMDS (NLDR)",30,NA,0.76,0.52,1,NA,0.262,0.885,1,0.769,0.812,1,0.897,24,17.099,0.712,0.446
"LMDS [k=30] [kQuality=29] (NLDR)","LMDS [k=30] [kQuality=29] (NLDR)","LMDS (NLDR)",30,NA,0.76,0.52,1,NA,0.263,0.885,1,0.769,0.812,1,0.897,24,17.099,0.712,0.446
"LMDS [k=30] [kQuality=30] (NLDR)","LMDS [k=30] [kQuality=30] (NLDR)","LMDS (NLDR)",30,NA,0.76,0.52,1,NA,0.26,0.885,1,0.769,0.812,1,0.897,24,17.099,0.712,0.446
"LMDS [k=30] [kQuality=31] (NLDR)","LMDS [k=30] [kQuality=31] (NLDR)","LMDS (NLDR)",30,NA,0.76,0.52,1,NA,0.263,0.885,1,0.769,0.812,1,0.897,24,17.099,0.712,0.446
"LMDS [k=30] [kQuality=32] (NLDR)","LMDS [k=30] [kQuality=32] (NLDR)","LMDS (NLDR)",30,NA,0.76,0.52,1,NA,0.262,0.885,1,0.769,0.812,1,0.897,24,17.099,0.712,0.446
"LMDS [k=30] [kQuality=33] (NLDR)","LMDS [k=30] [kQuality=33] (NLDR)","LMDS (NLDR)",30,NA,0.76,0.52,1,NA,0.261,0.885,1,0.769,0.812,1,0.897,24,17.099,0.712,0.446
"LMDS [k=33] (rNLDR)","LMDS [k=33] (rNLDR)","LMDS (rNLDR)",33,NA,0.79,0.57,1,NA,31.804,1,1,1,1,1,1,15,9.286,0.619,0.452
"LMDS [k=33] (smacofx)","LMDS [k=33] (smacofx)","LMDS (smacofx)",33,NA,0.76,0.51,1,NA,1.283,1,1,1,1,1,1,13,7.286,0.56,0.416
"LMDS [k=33] [kQuality=30] (NLDR)","LMDS [k=33] [kQuality=30] (NLDR)","LMDS (NLDR)",33,NA,0.77,0.53,1,NA,0.241,0.885,1,0.769,0.812,1,0.897,24,17.011,0.709,0.442
"LMDS [k=33] [kQuality=31] (NLDR)","LMDS [k=33] [kQuality=31] (NLDR)","LMDS (NLDR)",33,NA,0.77,0.53,1,NA,0.239,0.885,1,0.769,0.812,1,0.897,24,17.011,0.709,0.442
"LMDS [k=33] [kQuality=32] (NLDR)","LMDS [k=33] [kQuality=32] (NLDR)","LMDS (NLDR)",33,NA,0.77,0.53,1,NA,0.24,0.885,1,0.769,0.812,1,0.897,24,17.011,0.709,0.442
"LMDS [k=33] [kQuality=33] (NLDR)","LMDS [k=33] [kQuality=33] (NLDR)","LMDS (NLDR)",33,NA,0.77,0.53,1,NA,0.242,0.885,1,0.769,0.812,1,0.897,24,17.011,0.709,0.442
"LMDS [k=33] [kQuality=34] (NLDR)","LMDS [k=33] [kQuality=34] (NLDR)","LMDS (NLDR)",33,NA,0.77,0.53,1,NA,0.239,0.885,1,0.769,0.812,1,0.897,24,17.011,0.709,0.442
"LMDS [k=33] [kQuality=35] (NLDR)","LMDS [k=33] [kQuality=35] (NLDR)","LMDS (NLDR)",33,NA,0.77,0.53,1,NA,0.236,0.885,1,0.769,0.812,1,0.897,24,17.011,0.709,0.442
"LMDS [k=33] [kQuality=36] (NLDR)","LMDS [k=33] [kQuality=36] (NLDR)","LMDS (NLDR)",33,NA,0.77,0.53,1,NA,0.238,0.885,1,0.769,0.812,1,0.897,24,17.011,0.709,0.442
"LMDS [k=36] (rNLDR)","LMDS [k=36] (rNLDR)","LMDS (rNLDR)",36,NA,0.79,0.57,1,NA,18.614,0.923,1,0.846,0.867,1,0.929,15,9.275,0.618,0.452
"LMDS [k=36] (smacofx)","LMDS [k=36] (smacofx)","LMDS (smacofx)",36,NA,0.76,0.51,1,NA,0.859,1,1,1,1,1,1,13,7.286,0.56,0.416
"LMDS [k=36] [kQuality=33] (NLDR)","LMDS [k=36] [kQuality=33] (NLDR)","LMDS (NLDR)",36,NA,0.77,0.54,1,NA,0.264,0.923,1,0.846,0.867,1,0.929,13,7.582,0.583,0.439
"LMDS [k=36] [kQuality=34] (NLDR)","LMDS [k=36] [kQuality=34] (NLDR)","LMDS (NLDR)",36,NA,0.77,0.54,1,NA,0.264,0.923,1,0.846,0.867,1,0.929,13,7.582,0.583,0.439
"LMDS [k=36] [kQuality=35] (NLDR)","LMDS [k=36] [kQuality=35] (NLDR)","LMDS (NLDR)",36,NA,0.77,0.54,1,NA,0.263,0.923,1,0.846,0.867,1,0.929,13,7.582,0.583,0.439
"LMDS [k=36] [kQuality=36] (NLDR)","LMDS [k=36] [kQuality=36] (NLDR)","LMDS (NLDR)",36,NA,0.77,0.54,1,NA,0.263,0.923,1,0.846,0.867,1,0.929,13,7.582,0.583,0.439
"LMDS [k=36] [kQuality=37] (NLDR)","LMDS [k=36] [kQuality=37] (NLDR)","LMDS (NLDR)",36,NA,0.77,0.54,1,NA,0.264,0.923,1,0.846,0.867,1,0.929,13,7.582,0.583,0.439
"LMDS [k=36] [kQuality=38] (NLDR)","LMDS [k=36] [kQuality=38] (NLDR)","LMDS (NLDR)",36,NA,0.77,0.54,1,NA,0.263,0.923,1,0.846,0.867,1,0.929,13,7.582,0.583,0.439
"LMDS [k=36] [kQuality=39] (NLDR)","LMDS [k=36] [kQuality=39] (NLDR)","LMDS (NLDR)",36,NA,0.77,0.54,1,NA,0.254,0.923,1,0.846,0.867,1,0.929,13,7.582,0.583,0.439
"LMDS [k=39] (rNLDR)","LMDS [k=39] (rNLDR)","LMDS (rNLDR)",39,NA,0.79,0.57,1,NA,8.223,0.885,1,0.769,0.812,1,0.897,13,7.659,0.589,0.445
"LMDS [k=39] (smacofx)","LMDS [k=39] (smacofx)","LMDS (smacofx)",39,NA,0.76,0.51,1,NA,1.486,1,1,1,1,1,1,13,7.286,0.56,0.416
"LMDS [k=39] [kQuality=36] (NLDR)","LMDS [k=39] [kQuality=36] (NLDR)","LMDS (NLDR)",39,NA,0.77,0.53,1,NA,0.234,0.885,1,0.769,0.812,1,0.897,24,16.67,0.695,0.428
