"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=184] [kQuality=181] (NLDR)","HSLMDS [k=184] [kQuality=181] (NLDR)","HSLMDS (NLDR)",184,NA,0.76,0.52,1,NA,4.945,0.722,NA,NA,NA,NA,NA,65,48.265,0.743,0.389
"HSLMDS [k=184] [kQuality=182] (NLDR)","HSLMDS [k=184] [kQuality=182] (NLDR)","HSLMDS (NLDR)",184,NA,0.76,0.52,1,NA,5.017,0.722,NA,NA,NA,NA,NA,65,48.265,0.743,0.389
"HSLMDS [k=184] [kQuality=183] (NLDR)","HSLMDS [k=184] [kQuality=183] (NLDR)","HSLMDS (NLDR)",184,NA,0.76,0.52,1,NA,4.967,0.722,NA,NA,NA,NA,NA,65,48.265,0.743,0.389
"HSLMDS [k=184] [kQuality=184] (NLDR)","HSLMDS [k=184] [kQuality=184] (NLDR)","HSLMDS (NLDR)",184,NA,0.81,0.63,1,NA,3.789,0.722,NA,NA,NA,NA,NA,39,27.568,0.707,0.495
"HSLMDS [k=22] (rNLDR)","HSLMDS [k=22] (rNLDR)","HSLMDS (rNLDR)",22,NA,0.78,0.56,1,NA,411.118,0.722,NA,NA,NA,NA,NA,34,21.8,0.641,0.456
"HSLMDS [k=22] [kQuality=19] (NLDR)","HSLMDS [k=22] [kQuality=19] (NLDR)","HSLMDS (NLDR)",22,NA,0.76,0.52,1,NA,3.038,0.722,NA,NA,NA,NA,NA,34,20.827,0.613,0.428
"HSLMDS [k=22] [kQuality=20] (NLDR)","HSLMDS [k=22] [kQuality=20] (NLDR)","HSLMDS (NLDR)",22,NA,0.76,0.52,1,NA,3.236,0.722,NA,NA,NA,NA,NA,34,20.843,0.613,0.428
"HSLMDS [k=22] [kQuality=21] (NLDR)","HSLMDS [k=22] [kQuality=21] (NLDR)","HSLMDS (NLDR)",22,NA,0.76,0.52,1,NA,3.327,0.722,NA,NA,NA,NA,NA,34,20.843,0.613,0.428
"HSLMDS [k=22] [kQuality=22] (NLDR)","HSLMDS [k=22] [kQuality=22] (NLDR)","HSLMDS (NLDR)",22,NA,0.76,0.52,1,NA,3.261,0.722,NA,NA,NA,NA,NA,34,20.843,0.613,0.428
"HSLMDS [k=22] [kQuality=23] (NLDR)","HSLMDS [k=22] [kQuality=23] (NLDR)","HSLMDS (NLDR)",22,NA,0.76,0.52,1,NA,3.215,0.722,NA,NA,NA,NA,NA,34,20.843,0.613,0.428
"HSLMDS [k=22] [kQuality=24] (NLDR)","HSLMDS [k=22] [kQuality=24] (NLDR)","HSLMDS (NLDR)",22,NA,0.76,0.52,1,NA,3.325,0.722,NA,NA,NA,NA,NA,34,20.843,0.613,0.428
"HSLMDS [k=22] [kQuality=25] (NLDR)","HSLMDS [k=22] [kQuality=25] (NLDR)","HSLMDS (NLDR)",22,NA,0.76,0.52,1,NA,10.718,0.722,NA,NA,NA,NA,NA,34,20.832,0.613,0.428
"HSLMDS [k=28] (rNLDR)","HSLMDS [k=28] (rNLDR)","HSLMDS (rNLDR)",28,NA,0.79,0.58,1,NA,438.515,0.722,NA,NA,NA,NA,NA,39,26.946,0.691,0.479
"HSLMDS [k=28] [kQuality=25] (NLDR)","HSLMDS [k=28] [kQuality=25] (NLDR)","HSLMDS (NLDR)",28,NA,0.77,0.54,1,NA,5.86,0.722,NA,NA,NA,NA,NA,34,21.551,0.634,0.449
"HSLMDS [k=28] [kQuality=26] (NLDR)","HSLMDS [k=28] [kQuality=26] (NLDR)","HSLMDS (NLDR)",28,NA,0.77,0.54,1,NA,5.264,0.722,NA,NA,NA,NA,NA,34,21.524,0.633,0.448
"HSLMDS [k=28] [kQuality=27] (NLDR)","HSLMDS [k=28] [kQuality=27] (NLDR)","HSLMDS (NLDR)",28,NA,0.77,0.54,1,NA,6.199,0.722,NA,NA,NA,NA,NA,34,21.541,0.634,0.449
"HSLMDS [k=28] [kQuality=28] (NLDR)","HSLMDS [k=28] [kQuality=28] (NLDR)","HSLMDS (NLDR)",28,NA,0.77,0.54,1,NA,23.475,0.722,NA,NA,NA,NA,NA,34,21.541,0.634,0.449
"HSLMDS [k=28] [kQuality=29] (NLDR)","HSLMDS [k=28] [kQuality=29] (NLDR)","HSLMDS (NLDR)",28,NA,0.77,0.54,1,NA,5.818,0.722,NA,NA,NA,NA,NA,34,21.551,0.634,0.449
"HSLMDS [k=28] [kQuality=30] (NLDR)","HSLMDS [k=28] [kQuality=30] (NLDR)","HSLMDS (NLDR)",28,NA,0.77,0.54,1,NA,5.995,0.722,NA,NA,NA,NA,NA,34,21.551,0.634,0.449
"HSLMDS [k=28] [kQuality=31] (NLDR)","HSLMDS [k=28] [kQuality=31] (NLDR)","HSLMDS (NLDR)",28,NA,0.77,0.54,1,NA,5.964,0.722,NA,NA,NA,NA,NA,34,21.551,0.634,0.449
"HSLMDS [k=3] (rNLDR)","HSLMDS [k=3] (rNLDR)","HSLMDS (rNLDR)",3,NA,0.72,0.43,1,NA,2038.885,0.667,NA,NA,NA,NA,NA,30,15.319,0.511,0.348
"HSLMDS [k=3] [kQuality=1] (NLDR)","HSLMDS [k=3] [kQuality=1] (NLDR)","HSLMDS (NLDR)",3,NA,0.72,0.43,1,NA,5.135,0.667,NA,NA,NA,NA,NA,30,15.319,0.511,0.348
"HSLMDS [k=3] [kQuality=2] (NLDR)","HSLMDS [k=3] [kQuality=2] (NLDR)","HSLMDS (NLDR)",3,NA,0.72,0.43,1,NA,5.106,0.667,NA,NA,NA,NA,NA,30,15.319,0.511,0.348
"HSLMDS [k=3] [kQuality=3] (NLDR)","HSLMDS [k=3] [kQuality=3] (NLDR)","HSLMDS (NLDR)",3,NA,0.72,0.43,1,NA,36.784,0.611,NA,NA,NA,NA,NA,30,15.465,0.515,0.352
"HSLMDS [k=3] [kQuality=4] (NLDR)","HSLMDS [k=3] [kQuality=4] (NLDR)","HSLMDS (NLDR)",3,NA,0.72,0.43,1,NA,10.176,0.796,NA,NA,NA,NA,NA,35,18.822,0.538,0.348
"HSLMDS [k=3] [kQuality=5] (NLDR)","HSLMDS [k=3] [kQuality=5] (NLDR)","HSLMDS (NLDR)",3,NA,0.72,0.43,1,NA,36.793,0.611,NA,NA,NA,NA,NA,30,15.465,0.515,0.352
"HSLMDS [k=3] [kQuality=6] (NLDR)","HSLMDS [k=3] [kQuality=6] (NLDR)","HSLMDS (NLDR)",3,NA,0.72,0.43,1,NA,36.776,0.611,NA,NA,NA,NA,NA,30,15.465,0.515,0.352
"HSLMDS [k=34] (rNLDR)","HSLMDS [k=34] (rNLDR)","HSLMDS (rNLDR)",34,NA,0.8,0.59,1,NA,345.318,0.722,NA,NA,NA,NA,NA,35,23.568,0.673,0.483
"HSLMDS [k=34] [kQuality=31] (NLDR)","HSLMDS [k=34] [kQuality=31] (NLDR)","HSLMDS (NLDR)",34,NA,0.77,0.54,1,NA,5.531,0.704,NA,NA,NA,NA,NA,34,21.497,0.632,0.447
"HSLMDS [k=34] [kQuality=32] (NLDR)","HSLMDS [k=34] [kQuality=32] (NLDR)","HSLMDS (NLDR)",34,NA,0.77,0.54,1,NA,3.709,0.704,NA,NA,NA,NA,NA,34,21.476,0.632,0.447
"HSLMDS [k=34] [kQuality=33] (NLDR)","HSLMDS [k=34] [kQuality=33] (NLDR)","HSLMDS (NLDR)",34,NA,0.77,0.54,1,NA,4.878,0.704,NA,NA,NA,NA,NA,34,21.508,0.633,0.448
"HSLMDS [k=34] [kQuality=34] (NLDR)","HSLMDS [k=34] [kQuality=34] (NLDR)","HSLMDS (NLDR)",34,NA,0.77,0.54,1,NA,5.519,0.704,NA,NA,NA,NA,NA,34,21.497,0.632,0.447
"HSLMDS [k=34] [kQuality=35] (NLDR)","HSLMDS [k=34] [kQuality=35] (NLDR)","HSLMDS (NLDR)",34,NA,0.77,0.54,1,NA,5.583,0.704,NA,NA,NA,NA,NA,34,21.497,0.632,0.447
"HSLMDS [k=34] [kQuality=36] (NLDR)","HSLMDS [k=34] [kQuality=36] (NLDR)","HSLMDS (NLDR)",34,NA,0.77,0.54,1,NA,3.69,0.704,NA,NA,NA,NA,NA,34,21.476,0.632,0.447
"HSLMDS [k=34] [kQuality=37] (NLDR)","HSLMDS [k=34] [kQuality=37] (NLDR)","HSLMDS (NLDR)",34,NA,0.77,0.54,1,NA,3.717,0.704,NA,NA,NA,NA,NA,34,21.476,0.632,0.447
"HSLMDS [k=40] (rNLDR)","HSLMDS [k=40] (rNLDR)","HSLMDS (rNLDR)",40,NA,0.8,0.6,1,NA,426.999,0.722,NA,NA,NA,NA,NA,40,28.232,0.706,0.488
"HSLMDS [k=40] [kQuality=37] (NLDR)","HSLMDS [k=40] [kQuality=37] (NLDR)","HSLMDS (NLDR)",40,NA,0.78,0.55,1,NA,2.423,0.722,NA,NA,NA,NA,NA,39,26.238,0.673,0.461
"HSLMDS [k=40] [kQuality=38] (NLDR)","HSLMDS [k=40] [kQuality=38] (NLDR)","HSLMDS (NLDR)",40,NA,0.78,0.55,1,NA,2.47,0.722,NA,NA,NA,NA,NA,39,26.238,0.673,0.461
"HSLMDS [k=40] [kQuality=39] (NLDR)","HSLMDS [k=40] [kQuality=39] (NLDR)","HSLMDS (NLDR)",40,NA,0.78,0.55,1,NA,2.43,0.722,NA,NA,NA,NA,NA,39,26.238,0.673,0.461
"HSLMDS [k=40] [kQuality=40] (NLDR)","HSLMDS [k=40] [kQuality=40] (NLDR)","HSLMDS (NLDR)",40,NA,0.78,0.55,1,NA,2.604,0.722,NA,NA,NA,NA,NA,39,26.238,0.673,0.461
"HSLMDS [k=40] [kQuality=41] (NLDR)","HSLMDS [k=40] [kQuality=41] (NLDR)","HSLMDS (NLDR)",40,NA,0.78,0.55,1,NA,2.462,0.722,NA,NA,NA,NA,NA,39,26.238,0.673,0.461
"HSLMDS [k=40] [kQuality=42] (NLDR)","HSLMDS [k=40] [kQuality=42] (NLDR)","HSLMDS (NLDR)",40,NA,0.78,0.55,1,NA,2.427,0.722,NA,NA,NA,NA,NA,39,26.238,0.673,0.461
"HSLMDS [k=40] [kQuality=43] (NLDR)","HSLMDS [k=40] [kQuality=43] (NLDR)","HSLMDS (NLDR)",40,NA,0.78,0.55,1,NA,2.458,0.722,NA,NA,NA,NA,NA,39,26.238,0.673,0.461
"HSLMDS [k=47] (rNLDR)","HSLMDS [k=47] (rNLDR)","HSLMDS (rNLDR)",47,NA,0.81,0.61,1,NA,397.558,0.722,NA,NA,NA,NA,NA,40,28.616,0.715,0.498
"HSLMDS [k=47] [kQuality=44] (NLDR)","HSLMDS [k=47] [kQuality=44] (NLDR)","HSLMDS (NLDR)",47,NA,0.71,0.42,1,NA,4.004,0.722,NA,NA,NA,NA,NA,45,25.795,0.573,0.329
"HSLMDS [k=47] [kQuality=45] (NLDR)","HSLMDS [k=47] [kQuality=45] (NLDR)","HSLMDS (NLDR)",47,NA,0.71,0.42,1,NA,3.992,0.722,NA,NA,NA,NA,NA,45,25.795,0.573,0.329
"HSLMDS [k=47] [kQuality=46] (NLDR)","HSLMDS [k=47] [kQuality=46] (NLDR)","HSLMDS (NLDR)",47,NA,0.71,0.42,1,NA,4.072,0.722,NA,NA,NA,NA,NA,45,25.795,0.573,0.329
"HSLMDS [k=47] [kQuality=47] (NLDR)","HSLMDS [k=47] [kQuality=47] (NLDR)","HSLMDS (NLDR)",47,NA,0.78,0.56,1,NA,4.889,0.722,NA,NA,NA,NA,NA,39,26.389,0.677,0.465
"HSLMDS [k=47] [kQuality=48] (NLDR)","HSLMDS [k=47] [kQuality=48] (NLDR)","HSLMDS (NLDR)",47,NA,0.78,0.56,1,NA,2.614,0.722,NA,NA,NA,NA,NA,39,26.427,0.678,0.466
"HSLMDS [k=47] [kQuality=49] (NLDR)","HSLMDS [k=47] [kQuality=49] (NLDR)","HSLMDS (NLDR)",47,NA,0.78,0.56,1,NA,2.528,0.722,NA,NA,NA,NA,NA,39,26.427,0.678,0.466
"HSLMDS [k=47] [kQuality=50] (NLDR)","HSLMDS [k=47] [kQuality=50] (NLDR)","HSLMDS (NLDR)",47,NA,0.78,0.56,1,NA,6.51,0.722,NA,NA,NA,NA,NA,39,26.411,0.677,0.465
"HSLMDS [k=53] (rNLDR)","HSLMDS [k=53] (rNLDR)","HSLMDS (rNLDR)",53,NA,0.81,0.61,1,NA,355.298,0.722,NA,NA,NA,NA,NA,39,27.573,0.707,0.495
"HSLMDS [k=53] [kQuality=50] (NLDR)","HSLMDS [k=53] [kQuality=50] (NLDR)","HSLMDS (NLDR)",53,NA,0.78,0.56,1,NA,2.471,0.722,NA,NA,NA,NA,NA,37,24.665,0.667,0.466
"HSLMDS [k=53] [kQuality=51] (NLDR)","HSLMDS [k=53] [kQuality=51] (NLDR)","HSLMDS (NLDR)",53,NA,0.78,0.56,1,NA,2.294,0.722,NA,NA,NA,NA,NA,39,26.438,0.678,0.466
"HSLMDS [k=53] [kQuality=52] (NLDR)","HSLMDS [k=53] [kQuality=52] (NLDR)","HSLMDS (NLDR)",53,NA,0.78,0.56,1,NA,2.588,0.722,NA,NA,NA,NA,NA,39,26.443,0.678,0.466
"HSLMDS [k=53] [kQuality=53] (NLDR)","HSLMDS [k=53] [kQuality=53] (NLDR)","HSLMDS (NLDR)",53,NA,0.78,0.56,1,NA,4.413,0.722,NA,NA,NA,NA,NA,39,26.438,0.678,0.466
"HSLMDS [k=53] [kQuality=54] (NLDR)","HSLMDS [k=53] [kQuality=54] (NLDR)","HSLMDS (NLDR)",53,NA,0.78,0.56,1,NA,2.466,0.722,NA,NA,NA,NA,NA,37,24.665,0.667,0.466
"HSLMDS [k=53] [kQuality=55] (NLDR)","HSLMDS [k=53] [kQuality=55] (NLDR)","HSLMDS (NLDR)",53,NA,0.78,0.56,1,NA,3.281,0.722,NA,NA,NA,NA,NA,39,26.427,0.678,0.466
"HSLMDS [k=53] [kQuality=56] (NLDR)","HSLMDS [k=53] [kQuality=56] (NLDR)","HSLMDS (NLDR)",53,NA,0.78,0.56,1,NA,4.334,0.722,NA,NA,NA,NA,NA,39,26.438,0.678,0.466
"HSLMDS [k=59] (rNLDR)","HSLMDS [k=59] (rNLDR)","HSLMDS (rNLDR)",59,NA,0.82,0.64,1,NA,533.621,0.722,NA,NA,NA,NA,NA,39,27.811,0.713,0.501
"HSLMDS [k=59] [kQuality=56] (NLDR)","HSLMDS [k=59] [kQuality=56] (NLDR)","HSLMDS (NLDR)",59,NA,0.79,0.58,1,NA,2.692,0.722,NA,NA,NA,NA,NA,39,26.886,0.689,0.477
"HSLMDS [k=59] [kQuality=57] (NLDR)","HSLMDS [k=59] [kQuality=57] (NLDR)","HSLMDS (NLDR)",59,NA,0.79,0.58,1,NA,2.811,0.722,NA,NA,NA,NA,NA,39,26.886,0.689,0.477
"HSLMDS [k=59] [kQuality=58] (NLDR)","HSLMDS [k=59] [kQuality=58] (NLDR)","HSLMDS (NLDR)",59,NA,0.79,0.58,1,NA,2.412,0.722,NA,NA,NA,NA,NA,39,26.903,0.69,0.478
"HSLMDS [k=59] [kQuality=59] (NLDR)","HSLMDS [k=59] [kQuality=59] (NLDR)","HSLMDS (NLDR)",59,NA,0.79,0.58,1,NA,2.513,0.722,NA,NA,NA,NA,NA,39,26.897,0.69,0.478
"HSLMDS [k=59] [kQuality=60] (NLDR)","HSLMDS [k=59] [kQuality=60] (NLDR)","HSLMDS (NLDR)",59,NA,0.79,0.58,1,NA,2.715,0.722,NA,NA,NA,NA,NA,39,26.886,0.689,0.477
"HSLMDS [k=59] [kQuality=61] (NLDR)","HSLMDS [k=59] [kQuality=61] (NLDR)","HSLMDS (NLDR)",59,NA,0.79,0.58,1,NA,2.51,0.722,NA,NA,NA,NA,NA,39,26.897,0.69,0.478
"HSLMDS [k=59] [kQuality=62] (NLDR)","HSLMDS [k=59] [kQuality=62] (NLDR)","HSLMDS (NLDR)",59,NA,0.79,0.58,1,NA,2.498,0.722,NA,NA,NA,NA,NA,39,26.903,0.69,0.478
"HSLMDS [k=65] (rNLDR)","HSLMDS [k=65] (rNLDR)","HSLMDS (rNLDR)",65,NA,0.82,0.65,1,NA,433.64,0.722,NA,NA,NA,NA,NA,40,29.022,0.726,0.508
"HSLMDS [k=65] [kQuality=62] (NLDR)","HSLMDS [k=65] [kQuality=62] (NLDR)","HSLMDS (NLDR)",65,NA,0.76,0.52,1,NA,10.096,0.722,NA,NA,NA,NA,NA,39,25.081,0.643,0.431
"HSLMDS [k=65] [kQuality=63] (NLDR)","HSLMDS [k=65] [kQuality=63] (NLDR)","HSLMDS (NLDR)",65,NA,0.76,0.52,1,NA,10.193,0.722,NA,NA,NA,NA,NA,39,25.081,0.643,0.431
"HSLMDS [k=65] [kQuality=64] (NLDR)","HSLMDS [k=65] [kQuality=64] (NLDR)","HSLMDS (NLDR)",65,NA,0.76,0.52,1,NA,10.092,0.722,NA,NA,NA,NA,NA,39,25.081,0.643,0.431
"HSLMDS [k=65] [kQuality=65] (NLDR)","HSLMDS [k=65] [kQuality=65] (NLDR)","HSLMDS (NLDR)",65,NA,0.76,0.52,1,NA,10.142,0.722,NA,NA,NA,NA,NA,39,25.081,0.643,0.431
"HSLMDS [k=65] [kQuality=66] (NLDR)","HSLMDS [k=65] [kQuality=66] (NLDR)","HSLMDS (NLDR)",65,NA,0.76,0.52,1,NA,10.131,0.722,NA,NA,NA,NA,NA,39,25.081,0.643,0.431
"HSLMDS [k=65] [kQuality=67] (NLDR)","HSLMDS [k=65] [kQuality=67] (NLDR)","HSLMDS (NLDR)",65,NA,0.76,0.52,1,NA,10.12,0.722,NA,NA,NA,NA,NA,39,25.081,0.643,0.431
"HSLMDS [k=65] [kQuality=68] (NLDR)","HSLMDS [k=65] [kQuality=68] (NLDR)","HSLMDS (NLDR)",65,NA,0.76,0.52,1,NA,10.069,0.722,NA,NA,NA,NA,NA,39,25.081,0.643,0.431
"HSLMDS [k=72] (rNLDR)","HSLMDS [k=72] (rNLDR)","HSLMDS (rNLDR)",72,NA,0.83,0.65,1,NA,439.83,0.722,NA,NA,NA,NA,NA,39,28.405,0.728,0.516
"HSLMDS [k=72] [kQuality=69] (NLDR)","HSLMDS [k=72] [kQuality=69] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.52,1,NA,2.43,0.722,NA,NA,NA,NA,NA,37,23.324,0.63,0.429
"HSLMDS [k=72] [kQuality=70] (NLDR)","HSLMDS [k=72] [kQuality=70] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.52,1,NA,2.376,0.722,NA,NA,NA,NA,NA,37,23.324,0.63,0.429
"HSLMDS [k=72] [kQuality=71] (NLDR)","HSLMDS [k=72] [kQuality=71] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.52,1,NA,2.919,0.722,NA,NA,NA,NA,NA,37,23.341,0.631,0.43
"HSLMDS [k=72] [kQuality=72] (NLDR)","HSLMDS [k=72] [kQuality=72] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.52,1,NA,2.951,0.722,NA,NA,NA,NA,NA,37,23.351,0.631,0.43
"HSLMDS [k=72] [kQuality=73] (NLDR)","HSLMDS [k=72] [kQuality=73] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.52,1,NA,3.348,0.722,NA,NA,NA,NA,NA,37,23.351,0.631,0.43
"HSLMDS [k=72] [kQuality=74] (NLDR)","HSLMDS [k=72] [kQuality=74] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.52,1,NA,2.856,0.722,NA,NA,NA,NA,NA,37,23.341,0.631,0.43
"HSLMDS [k=72] [kQuality=75] (NLDR)","HSLMDS [k=72] [kQuality=75] (NLDR)","HSLMDS (NLDR)",72,NA,0.76,0.52,1,NA,2.368,0.722,NA,NA,NA,NA,NA,37,23.324,0.63,0.429
"HSLMDS [k=78] (rNLDR)","HSLMDS [k=78] (rNLDR)","HSLMDS (rNLDR)",78,NA,0.83,0.65,1,NA,432.258,0.722,NA,NA,NA,NA,NA,39,28.422,0.729,0.517
"HSLMDS [k=78] [kQuality=75] (NLDR)","HSLMDS [k=78] [kQuality=75] (NLDR)","HSLMDS (NLDR)",78,NA,0.77,0.53,1,NA,3.904,0.722,NA,NA,NA,NA,NA,39,24.989,0.641,0.429
"HSLMDS [k=78] [kQuality=76] (NLDR)","HSLMDS [k=78] [kQuality=76] (NLDR)","HSLMDS (NLDR)",78,NA,0.77,0.53,1,NA,12.487,0.722,NA,NA,NA,NA,NA,39,25,0.641,0.429
"HSLMDS [k=78] [kQuality=77] (NLDR)","HSLMDS [k=78] [kQuality=77] (NLDR)","HSLMDS (NLDR)",78,NA,0.77,0.53,1,NA,12.538,0.722,NA,NA,NA,NA,NA,39,25,0.641,0.429
"HSLMDS [k=78] [kQuality=78] (NLDR)","HSLMDS [k=78] [kQuality=78] (NLDR)","HSLMDS (NLDR)",78,NA,0.77,0.53,1,NA,12.589,0.722,NA,NA,NA,NA,NA,39,25,0.641,0.429
"HSLMDS [k=78] [kQuality=79] (NLDR)","HSLMDS [k=78] [kQuality=79] (NLDR)","HSLMDS (NLDR)",78,NA,0.77,0.53,1,NA,3.185,0.722,NA,NA,NA,NA,NA,39,25,0.641,0.429
"HSLMDS [k=78] [kQuality=80] (NLDR)","HSLMDS [k=78] [kQuality=80] (NLDR)","HSLMDS (NLDR)",78,NA,0.77,0.53,1,NA,3.08,0.722,NA,NA,NA,NA,NA,39,25,0.641,0.429
"HSLMDS [k=78] [kQuality=81] (NLDR)","HSLMDS [k=78] [kQuality=81] (NLDR)","HSLMDS (NLDR)",78,NA,0.77,0.53,1,NA,6.661,0.722,NA,NA,NA,NA,NA,37,23.319,0.63,0.429
"HSLMDS [k=84] (rNLDR)","HSLMDS [k=84] (rNLDR)","HSLMDS (rNLDR)",84,NA,0.83,0.65,1,NA,418.486,0.722,NA,NA,NA,NA,NA,39,28.405,0.728,0.516
"HSLMDS [k=84] [kQuality=81] (NLDR)","HSLMDS [k=84] [kQuality=81] (NLDR)","HSLMDS (NLDR)",84,NA,0.77,0.54,1,NA,7.177,0.648,NA,NA,NA,NA,NA,39,25.254,0.648,0.436
"HSLMDS [k=84] [kQuality=82] (NLDR)","HSLMDS [k=84] [kQuality=82] (NLDR)","HSLMDS (NLDR)",84,NA,0.77,0.54,1,NA,7.201,0.648,NA,NA,NA,NA,NA,39,25.254,0.648,0.436
"HSLMDS [k=84] [kQuality=83] (NLDR)","HSLMDS [k=84] [kQuality=83] (NLDR)","HSLMDS (NLDR)",84,NA,0.77,0.54,1,NA,7.223,0.648,NA,NA,NA,NA,NA,39,25.254,0.648,0.436
"HSLMDS [k=84] [kQuality=84] (NLDR)","HSLMDS [k=84] [kQuality=84] (NLDR)","HSLMDS (NLDR)",84,NA,0.77,0.54,1,NA,7.227,0.648,NA,NA,NA,NA,NA,39,25.254,0.648,0.436
"HSLMDS [k=84] [kQuality=85] (NLDR)","HSLMDS [k=84] [kQuality=85] (NLDR)","HSLMDS (NLDR)",84,NA,0.77,0.54,1,NA,7.312,0.648,NA,NA,NA,NA,NA,39,25.254,0.648,0.436
"HSLMDS [k=84] [kQuality=86] (NLDR)","HSLMDS [k=84] [kQuality=86] (NLDR)","HSLMDS (NLDR)",84,NA,0.77,0.54,1,NA,7.221,0.648,NA,NA,NA,NA,NA,39,25.254,0.648,0.436
"HSLMDS [k=84] [kQuality=87] (NLDR)","HSLMDS [k=84] [kQuality=87] (NLDR)","HSLMDS (NLDR)",84,NA,0.77,0.54,1,NA,7.321,0.648,NA,NA,NA,NA,NA,39,25.254,0.648,0.436
"HSLMDS [k=9] (rNLDR)","HSLMDS [k=9] (rNLDR)","HSLMDS (rNLDR)",9,NA,0.75,0.5,1,NA,446.901,0.722,NA,NA,NA,NA,NA,35,20.822,0.595,0.405
"HSLMDS [k=9] [kQuality=10] (NLDR)","HSLMDS [k=9] [kQuality=10] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.46,1,NA,21.763,0.722,NA,NA,NA,NA,NA,39,22.93,0.588,0.376
"HSLMDS [k=9] [kQuality=11] (NLDR)","HSLMDS [k=9] [kQuality=11] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.46,1,NA,21.713,0.722,NA,NA,NA,NA,NA,39,22.93,0.588,0.376
"HSLMDS [k=9] [kQuality=12] (NLDR)","HSLMDS [k=9] [kQuality=12] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.46,1,NA,21.743,0.722,NA,NA,NA,NA,NA,39,22.93,0.588,0.376
"HSLMDS [k=9] [kQuality=6] (NLDR)","HSLMDS [k=9] [kQuality=6] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.46,1,NA,21.927,0.722,NA,NA,NA,NA,NA,39,22.93,0.588,0.376
"HSLMDS [k=9] [kQuality=7] (NLDR)","HSLMDS [k=9] [kQuality=7] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.46,1,NA,21.786,0.722,NA,NA,NA,NA,NA,39,22.93,0.588,0.376
"HSLMDS [k=9] [kQuality=8] (NLDR)","HSLMDS [k=9] [kQuality=8] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.46,1,NA,21.89,0.722,NA,NA,NA,NA,NA,39,22.93,0.588,0.376
"HSLMDS [k=9] [kQuality=9] (NLDR)","HSLMDS [k=9] [kQuality=9] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.46,1,NA,21.841,0.722,NA,NA,NA,NA,NA,39,22.93,0.588,0.376
"HSLMDS [k=90] (rNLDR)","HSLMDS [k=90] (rNLDR)","HSLMDS (rNLDR)",90,NA,0.83,0.66,1,NA,372.052,0.722,NA,NA,NA,NA,NA,39,28.449,0.729,0.517
"HSLMDS [k=90] [kQuality=87] (NLDR)","HSLMDS [k=90] [kQuality=87] (NLDR)","HSLMDS (NLDR)",90,NA,0.77,0.55,1,NA,11.55,0.722,NA,NA,NA,NA,NA,39,25.524,0.654,0.443
"HSLMDS [k=90] [kQuality=88] (NLDR)","HSLMDS [k=90] [kQuality=88] (NLDR)","HSLMDS (NLDR)",90,NA,0.77,0.55,1,NA,2.743,0.722,NA,NA,NA,NA,NA,39,25.524,0.654,0.443
"HSLMDS [k=90] [kQuality=89] (NLDR)","HSLMDS [k=90] [kQuality=89] (NLDR)","HSLMDS (NLDR)",90,NA,0.77,0.55,1,NA,9.661,0.722,NA,NA,NA,NA,NA,39,25.524,0.654,0.443
"HSLMDS [k=90] [kQuality=90] (NLDR)","HSLMDS [k=90] [kQuality=90] (NLDR)","HSLMDS (NLDR)",90,NA,0.77,0.55,1,NA,9.448,0.722,NA,NA,NA,NA,NA,39,25.524,0.654,0.443
"HSLMDS [k=90] [kQuality=91] (NLDR)","HSLMDS [k=90] [kQuality=91] (NLDR)","HSLMDS (NLDR)",90,NA,0.77,0.55,1,NA,2.713,0.722,NA,NA,NA,NA,NA,39,25.524,0.654,0.443
"HSLMDS [k=90] [kQuality=92] (NLDR)","HSLMDS [k=90] [kQuality=92] (NLDR)","HSLMDS (NLDR)",90,NA,0.77,0.55,1,NA,2.817,0.722,NA,NA,NA,NA,NA,39,25.524,0.654,0.443
"HSLMDS [k=90] [kQuality=93] (NLDR)","HSLMDS [k=90] [kQuality=93] (NLDR)","HSLMDS (NLDR)",90,NA,0.77,0.55,1,NA,2.726,0.722,NA,NA,NA,NA,NA,39,25.524,0.654,0.443
"HSLMDS [k=97] (rNLDR)","HSLMDS [k=97] (rNLDR)","HSLMDS (rNLDR)",97,NA,0.83,0.66,1,NA,367.597,0.722,NA,NA,NA,NA,NA,39,28.476,0.73,0.518
