"","id","method","k_reduction","perp","AgreeAvg","Phi_Fx","numberOfExecutions","varElapsedTime","meanElapsedTime","Accuracy","Sensitivity","Specificity","Precision","Recall","F1","best_K_evaluation","LCMC_Nk","LCMC_Mk","LCMC_Mk_Adjusted"
"HSLMDS [k=24] [kQuality=22] (NLDR)","HSLMDS [k=24] [kQuality=22] (NLDR)","HSLMDS (NLDR)",24,NA,0.72,0.41,1,NA,0.09,0.75,NA,NA,NA,NA,NA,9,5.862,0.651,0.33
"HSLMDS [k=24] [kQuality=23] (NLDR)","HSLMDS [k=24] [kQuality=23] (NLDR)","HSLMDS (NLDR)",24,NA,0.72,0.42,1,NA,0.092,0.625,NA,NA,NA,NA,NA,9,5.724,0.636,0.315
"HSLMDS [k=24] [kQuality=24] (NLDR)","HSLMDS [k=24] [kQuality=24] (NLDR)","HSLMDS (NLDR)",24,NA,0.72,0.42,1,NA,0.092,0.625,NA,NA,NA,NA,NA,9,5.724,0.636,0.315
"HSLMDS [k=24] [kQuality=25] (NLDR)","HSLMDS [k=24] [kQuality=25] (NLDR)","HSLMDS (NLDR)",24,NA,0.71,0.4,1,NA,0.09,0.5,NA,NA,NA,NA,NA,10,6.897,0.69,0.333
"HSLMDS [k=24] [kQuality=26] (NLDR)","HSLMDS [k=24] [kQuality=26] (NLDR)","HSLMDS (NLDR)",24,NA,0.72,0.43,1,NA,0.098,0.375,NA,NA,NA,NA,NA,10,6.931,0.693,0.336
"HSLMDS [k=24] [kQuality=27] (NLDR)","HSLMDS [k=24] [kQuality=27] (NLDR)","HSLMDS (NLDR)",24,NA,0.71,0.4,1,NA,0.09,0.5,NA,NA,NA,NA,NA,10,6.897,0.69,0.333
"HSLMDS [k=25] (rNLDR)","HSLMDS [k=25] (rNLDR)","HSLMDS (rNLDR)",25,NA,0.7,0.38,1,NA,6.05,0.5,NA,NA,NA,NA,NA,8,4.759,0.595,0.309
"HSLMDS [k=25] [kQuality=22] (NLDR)","HSLMDS [k=25] [kQuality=22] (NLDR)","HSLMDS (NLDR)",25,NA,0.71,0.4,1,NA,0.141,0.625,NA,NA,NA,NA,NA,12,8.862,0.739,0.31
"HSLMDS [k=25] [kQuality=23] (NLDR)","HSLMDS [k=25] [kQuality=23] (NLDR)","HSLMDS (NLDR)",25,NA,0.72,0.42,1,NA,0.118,0.625,NA,NA,NA,NA,NA,11,8,0.727,0.334
"HSLMDS [k=25] [kQuality=24] (NLDR)","HSLMDS [k=25] [kQuality=24] (NLDR)","HSLMDS (NLDR)",25,NA,0.72,0.42,1,NA,0.117,0.625,NA,NA,NA,NA,NA,11,8,0.727,0.334
"HSLMDS [k=25] [kQuality=25] (NLDR)","HSLMDS [k=25] [kQuality=25] (NLDR)","HSLMDS (NLDR)",25,NA,0.72,0.42,1,NA,0.079,0.625,NA,NA,NA,NA,NA,12,9.103,0.759,0.33
"HSLMDS [k=25] [kQuality=26] (NLDR)","HSLMDS [k=25] [kQuality=26] (NLDR)","HSLMDS (NLDR)",25,NA,0.73,0.44,1,NA,0.075,0.5,NA,NA,NA,NA,NA,12,9.138,0.761,0.333
"HSLMDS [k=25] [kQuality=27] (NLDR)","HSLMDS [k=25] [kQuality=27] (NLDR)","HSLMDS (NLDR)",25,NA,0.73,0.44,1,NA,0.076,0.5,NA,NA,NA,NA,NA,12,9.138,0.761,0.333
"HSLMDS [k=25] [kQuality=28] (NLDR)","HSLMDS [k=25] [kQuality=28] (NLDR)","HSLMDS (NLDR)",25,NA,0.7,0.38,1,NA,0.092,0.625,NA,NA,NA,NA,NA,12,8.724,0.727,0.298
"HSLMDS [k=26] (rNLDR)","HSLMDS [k=26] (rNLDR)","HSLMDS (rNLDR)",26,NA,0.72,0.42,1,NA,6.026,0.625,NA,NA,NA,NA,NA,12,8.966,0.747,0.319
"HSLMDS [k=26] [kQuality=23] (NLDR)","HSLMDS [k=26] [kQuality=23] (NLDR)","HSLMDS (NLDR)",26,NA,0.72,0.43,1,NA,0.103,0.625,NA,NA,NA,NA,NA,5,2.483,0.497,0.318
"HSLMDS [k=26] [kQuality=24] (NLDR)","HSLMDS [k=26] [kQuality=24] (NLDR)","HSLMDS (NLDR)",26,NA,0.73,0.45,1,NA,0.089,0.625,NA,NA,NA,NA,NA,4,1.897,0.474,0.331
"HSLMDS [k=26] [kQuality=25] (NLDR)","HSLMDS [k=26] [kQuality=25] (NLDR)","HSLMDS (NLDR)",26,NA,0.72,0.43,1,NA,0.103,0.375,NA,NA,NA,NA,NA,9,5.828,0.648,0.326
"HSLMDS [k=26] [kQuality=26] (NLDR)","HSLMDS [k=26] [kQuality=26] (NLDR)","HSLMDS (NLDR)",26,NA,0.72,0.43,1,NA,0.103,0.375,NA,NA,NA,NA,NA,9,5.828,0.648,0.326
"HSLMDS [k=26] [kQuality=27] (NLDR)","HSLMDS [k=26] [kQuality=27] (NLDR)","HSLMDS (NLDR)",26,NA,0.72,0.43,1,NA,0.102,0.375,NA,NA,NA,NA,NA,9,5.828,0.648,0.326
"HSLMDS [k=26] [kQuality=28] (NLDR)","HSLMDS [k=26] [kQuality=28] (NLDR)","HSLMDS (NLDR)",26,NA,0.69,0.37,1,NA,0.131,0.625,NA,NA,NA,NA,NA,11,7.276,0.661,0.269
"HSLMDS [k=27] (rNLDR)","HSLMDS [k=27] (rNLDR)","HSLMDS (rNLDR)",27,NA,0.74,0.46,1,NA,5.399,0.5,NA,NA,NA,NA,NA,11,8.207,0.746,0.353
"HSLMDS [k=27] [kQuality=24] (NLDR)","HSLMDS [k=27] [kQuality=24] (NLDR)","HSLMDS (NLDR)",27,NA,0.74,0.46,1,NA,0.569,0.5,NA,NA,NA,NA,NA,11,8.207,0.746,0.353
"HSLMDS [k=27] [kQuality=25] (NLDR)","HSLMDS [k=27] [kQuality=25] (NLDR)","HSLMDS (NLDR)",27,NA,0.71,0.4,1,NA,0.092,0.75,NA,NA,NA,NA,NA,8,4.793,0.599,0.313
"HSLMDS [k=27] [kQuality=26] (NLDR)","HSLMDS [k=27] [kQuality=26] (NLDR)","HSLMDS (NLDR)",27,NA,0.71,0.4,1,NA,0.093,0.75,NA,NA,NA,NA,NA,8,4.793,0.599,0.313
"HSLMDS [k=27] [kQuality=27] (NLDR)","HSLMDS [k=27] [kQuality=27] (NLDR)","HSLMDS (NLDR)",27,NA,0.74,0.46,1,NA,0.565,0.5,NA,NA,NA,NA,NA,11,8.207,0.746,0.353
"HSLMDS [k=27] [kQuality=28] (NLDR)","HSLMDS [k=27] [kQuality=28] (NLDR)","HSLMDS (NLDR)",27,NA,0.7,0.37,1,NA,0.094,0.625,NA,NA,NA,NA,NA,2,0.793,0.397,0.325
"HSLMDS [k=28] (rNLDR)","HSLMDS [k=28] (rNLDR)","HSLMDS (rNLDR)",28,NA,0.68,0.35,1,NA,5.719,0.75,NA,NA,NA,NA,NA,7,3.793,0.542,0.292
"HSLMDS [k=28] [kQuality=25] (NLDR)","HSLMDS [k=28] [kQuality=25] (NLDR)","HSLMDS (NLDR)",28,NA,0.75,0.48,1,NA,0.083,0.75,NA,NA,NA,NA,NA,9,6.103,0.678,0.357
"HSLMDS [k=28] [kQuality=26] (NLDR)","HSLMDS [k=28] [kQuality=26] (NLDR)","HSLMDS (NLDR)",28,NA,0.75,0.48,1,NA,0.082,0.75,NA,NA,NA,NA,NA,9,6.103,0.678,0.357
"HSLMDS [k=28] [kQuality=27] (NLDR)","HSLMDS [k=28] [kQuality=27] (NLDR)","HSLMDS (NLDR)",28,NA,0.75,0.48,1,NA,0.083,0.75,NA,NA,NA,NA,NA,9,6.103,0.678,0.357
"HSLMDS [k=28] [kQuality=28] (NLDR)","HSLMDS [k=28] [kQuality=28] (NLDR)","HSLMDS (NLDR)",28,NA,0.67,0.32,1,NA,0.082,0.5,NA,NA,NA,NA,NA,1,0.345,0.345,0.309
"HSLMDS [k=3] (rNLDR)","HSLMDS [k=3] (rNLDR)","HSLMDS (rNLDR)",3,NA,0.68,0.33,1,NA,5.489,0.625,NA,NA,NA,NA,NA,3,1.448,0.483,0.376
"HSLMDS [k=3] [kQuality=1] (NLDR)","HSLMDS [k=3] [kQuality=1] (NLDR)","HSLMDS (NLDR)",3,NA,0.68,0.34,1,NA,0.196,0.625,NA,NA,NA,NA,NA,3,1.448,0.483,0.376
"HSLMDS [k=3] [kQuality=2] (NLDR)","HSLMDS [k=3] [kQuality=2] (NLDR)","HSLMDS (NLDR)",3,NA,0.68,0.34,1,NA,0.295,0.625,NA,NA,NA,NA,NA,3,1.448,0.483,0.376
"HSLMDS [k=3] [kQuality=3] (NLDR)","HSLMDS [k=3] [kQuality=3] (NLDR)","HSLMDS (NLDR)",3,NA,0.68,0.33,1,NA,0.08,0.625,NA,NA,NA,NA,NA,3,1.31,0.437,0.33
"HSLMDS [k=3] [kQuality=4] (NLDR)","HSLMDS [k=3] [kQuality=4] (NLDR)","HSLMDS (NLDR)",3,NA,0.68,0.33,1,NA,0.08,0.625,NA,NA,NA,NA,NA,3,1.31,0.437,0.33
"HSLMDS [k=3] [kQuality=5] (NLDR)","HSLMDS [k=3] [kQuality=5] (NLDR)","HSLMDS (NLDR)",3,NA,0.68,0.33,1,NA,0.079,0.625,NA,NA,NA,NA,NA,3,1.31,0.437,0.33
"HSLMDS [k=3] [kQuality=6] (NLDR)","HSLMDS [k=3] [kQuality=6] (NLDR)","HSLMDS (NLDR)",3,NA,0.68,0.34,1,NA,0.296,0.625,NA,NA,NA,NA,NA,3,1.448,0.483,0.376
"HSLMDS [k=4] (rNLDR)","HSLMDS [k=4] (rNLDR)","HSLMDS (rNLDR)",4,NA,0.69,0.35,1,NA,5.301,0.625,NA,NA,NA,NA,NA,2,0.828,0.414,0.342
"HSLMDS [k=4] [kQuality=1] (NLDR)","HSLMDS [k=4] [kQuality=1] (NLDR)","HSLMDS (NLDR)",4,NA,0.7,0.38,1,NA,0.296,0.75,NA,NA,NA,NA,NA,2,0.862,0.431,0.36
"HSLMDS [k=4] [kQuality=2] (NLDR)","HSLMDS [k=4] [kQuality=2] (NLDR)","HSLMDS (NLDR)",4,NA,0.7,0.38,1,NA,0.297,0.75,NA,NA,NA,NA,NA,2,0.862,0.431,0.36
"HSLMDS [k=4] [kQuality=3] (NLDR)","HSLMDS [k=4] [kQuality=3] (NLDR)","HSLMDS (NLDR)",4,NA,0.7,0.38,1,NA,0.396,0.75,NA,NA,NA,NA,NA,2,0.862,0.431,0.36
"HSLMDS [k=4] [kQuality=4] (NLDR)","HSLMDS [k=4] [kQuality=4] (NLDR)","HSLMDS (NLDR)",4,NA,0.7,0.38,1,NA,0.406,0.75,NA,NA,NA,NA,NA,2,0.862,0.431,0.36
"HSLMDS [k=4] [kQuality=5] (NLDR)","HSLMDS [k=4] [kQuality=5] (NLDR)","HSLMDS (NLDR)",4,NA,0.7,0.38,1,NA,0.407,0.75,NA,NA,NA,NA,NA,2,0.862,0.431,0.36
"HSLMDS [k=4] [kQuality=6] (NLDR)","HSLMDS [k=4] [kQuality=6] (NLDR)","HSLMDS (NLDR)",4,NA,0.69,0.37,1,NA,0.121,0.375,NA,NA,NA,NA,NA,5,2.448,0.49,0.311
"HSLMDS [k=4] [kQuality=7] (NLDR)","HSLMDS [k=4] [kQuality=7] (NLDR)","HSLMDS (NLDR)",4,NA,0.7,0.37,1,NA,0.141,0.5,NA,NA,NA,NA,NA,7,4.034,0.576,0.326
"HSLMDS [k=5] (rNLDR)","HSLMDS [k=5] (rNLDR)","HSLMDS (rNLDR)",5,NA,0.71,0.4,1,NA,5.513,0.5,NA,NA,NA,NA,NA,7,4.172,0.596,0.346
"HSLMDS [k=5] [kQuality=2] (NLDR)","HSLMDS [k=5] [kQuality=2] (NLDR)","HSLMDS (NLDR)",5,NA,0.71,0.4,1,NA,0.104,0.5,NA,NA,NA,NA,NA,5,2.655,0.531,0.352
"HSLMDS [k=5] [kQuality=3] (NLDR)","HSLMDS [k=5] [kQuality=3] (NLDR)","HSLMDS (NLDR)",5,NA,0.71,0.4,1,NA,0.106,0.5,NA,NA,NA,NA,NA,5,2.655,0.531,0.352
"HSLMDS [k=5] [kQuality=4] (NLDR)","HSLMDS [k=5] [kQuality=4] (NLDR)","HSLMDS (NLDR)",5,NA,0.71,0.4,1,NA,0.089,0.5,NA,NA,NA,NA,NA,5,2.655,0.531,0.352
"HSLMDS [k=5] [kQuality=5] (NLDR)","HSLMDS [k=5] [kQuality=5] (NLDR)","HSLMDS (NLDR)",5,NA,0.71,0.4,1,NA,0.094,0.5,NA,NA,NA,NA,NA,7,4.241,0.606,0.356
"HSLMDS [k=5] [kQuality=6] (NLDR)","HSLMDS [k=5] [kQuality=6] (NLDR)","HSLMDS (NLDR)",5,NA,0.71,0.4,1,NA,0.092,0.5,NA,NA,NA,NA,NA,5,2.655,0.531,0.352
"HSLMDS [k=5] [kQuality=7] (NLDR)","HSLMDS [k=5] [kQuality=7] (NLDR)","HSLMDS (NLDR)",5,NA,0.71,0.4,1,NA,0.094,0.5,NA,NA,NA,NA,NA,7,4.241,0.606,0.356
"HSLMDS [k=5] [kQuality=8] (NLDR)","HSLMDS [k=5] [kQuality=8] (NLDR)","HSLMDS (NLDR)",5,NA,0.71,0.4,1,NA,0.092,0.5,NA,NA,NA,NA,NA,5,2.655,0.531,0.352
"HSLMDS [k=6] (rNLDR)","HSLMDS [k=6] (rNLDR)","HSLMDS (rNLDR)",6,NA,0.71,0.4,1,NA,5.404,0.875,NA,NA,NA,NA,NA,8,5.034,0.629,0.344
"HSLMDS [k=6] [kQuality=3] (NLDR)","HSLMDS [k=6] [kQuality=3] (NLDR)","HSLMDS (NLDR)",6,NA,0.71,0.41,1,NA,0.135,0.75,NA,NA,NA,NA,NA,3,1.31,0.437,0.33
"HSLMDS [k=6] [kQuality=4] (NLDR)","HSLMDS [k=6] [kQuality=4] (NLDR)","HSLMDS (NLDR)",6,NA,0.71,0.41,1,NA,0.135,0.75,NA,NA,NA,NA,NA,3,1.31,0.437,0.33
"HSLMDS [k=6] [kQuality=5] (NLDR)","HSLMDS [k=6] [kQuality=5] (NLDR)","HSLMDS (NLDR)",6,NA,0.71,0.4,1,NA,0.142,0.875,NA,NA,NA,NA,NA,8,5,0.625,0.339
"HSLMDS [k=6] [kQuality=6] (NLDR)","HSLMDS [k=6] [kQuality=6] (NLDR)","HSLMDS (NLDR)",6,NA,0.71,0.4,1,NA,0.082,0.75,NA,NA,NA,NA,NA,6,3.414,0.569,0.355
"HSLMDS [k=6] [kQuality=7] (NLDR)","HSLMDS [k=6] [kQuality=7] (NLDR)","HSLMDS (NLDR)",6,NA,0.71,0.4,1,NA,0.082,0.75,NA,NA,NA,NA,NA,6,3.414,0.569,0.355
"HSLMDS [k=6] [kQuality=8] (NLDR)","HSLMDS [k=6] [kQuality=8] (NLDR)","HSLMDS (NLDR)",6,NA,0.71,0.4,1,NA,0.082,0.75,NA,NA,NA,NA,NA,6,3.414,0.569,0.355
"HSLMDS [k=6] [kQuality=9] (NLDR)","HSLMDS [k=6] [kQuality=9] (NLDR)","HSLMDS (NLDR)",6,NA,0.71,0.4,1,NA,0.287,0.75,NA,NA,NA,NA,NA,6,3.414,0.569,0.355
"HSLMDS [k=7] (rNLDR)","HSLMDS [k=7] (rNLDR)","HSLMDS (rNLDR)",7,NA,0.7,0.38,1,NA,5.627,0.625,NA,NA,NA,NA,NA,8,5,0.625,0.339
"HSLMDS [k=7] [kQuality=10] (NLDR)","HSLMDS [k=7] [kQuality=10] (NLDR)","HSLMDS (NLDR)",7,NA,0.7,0.38,1,NA,0.115,0.625,NA,NA,NA,NA,NA,7,4.103,0.586,0.336
"HSLMDS [k=7] [kQuality=4] (NLDR)","HSLMDS [k=7] [kQuality=4] (NLDR)","HSLMDS (NLDR)",7,NA,0.7,0.38,1,NA,0.087,0.625,NA,NA,NA,NA,NA,8,5,0.625,0.339
"HSLMDS [k=7] [kQuality=5] (NLDR)","HSLMDS [k=7] [kQuality=5] (NLDR)","HSLMDS (NLDR)",7,NA,0.7,0.38,1,NA,0.085,0.625,NA,NA,NA,NA,NA,8,5,0.625,0.339
"HSLMDS [k=7] [kQuality=6] (NLDR)","HSLMDS [k=7] [kQuality=6] (NLDR)","HSLMDS (NLDR)",7,NA,0.7,0.38,1,NA,0.075,0.625,NA,NA,NA,NA,NA,8,4.931,0.616,0.331
"HSLMDS [k=7] [kQuality=7] (NLDR)","HSLMDS [k=7] [kQuality=7] (NLDR)","HSLMDS (NLDR)",7,NA,0.7,0.38,1,NA,0.08,0.625,NA,NA,NA,NA,NA,11,7.897,0.718,0.325
"HSLMDS [k=7] [kQuality=8] (NLDR)","HSLMDS [k=7] [kQuality=8] (NLDR)","HSLMDS (NLDR)",7,NA,0.7,0.38,1,NA,0.085,0.625,NA,NA,NA,NA,NA,8,5,0.625,0.339
"HSLMDS [k=7] [kQuality=9] (NLDR)","HSLMDS [k=7] [kQuality=9] (NLDR)","HSLMDS (NLDR)",7,NA,0.7,0.37,1,NA,0.076,0.5,NA,NA,NA,NA,NA,7,4.069,0.581,0.331
"HSLMDS [k=8] (rNLDR)","HSLMDS [k=8] (rNLDR)","HSLMDS (rNLDR)",8,NA,0.72,0.42,1,NA,5.542,0.625,NA,NA,NA,NA,NA,8,5.276,0.659,0.374
"HSLMDS [k=8] [kQuality=10] (NLDR)","HSLMDS [k=8] [kQuality=10] (NLDR)","HSLMDS (NLDR)",8,NA,0.72,0.43,1,NA,0.131,0.625,NA,NA,NA,NA,NA,8,5.241,0.655,0.369
"HSLMDS [k=8] [kQuality=11] (NLDR)","HSLMDS [k=8] [kQuality=11] (NLDR)","HSLMDS (NLDR)",8,NA,0.72,0.43,1,NA,0.131,0.625,NA,NA,NA,NA,NA,8,5.241,0.655,0.369
"HSLMDS [k=8] [kQuality=5] (NLDR)","HSLMDS [k=8] [kQuality=5] (NLDR)","HSLMDS (NLDR)",8,NA,0.72,0.43,1,NA,0.149,0.625,NA,NA,NA,NA,NA,9,6.103,0.678,0.357
"HSLMDS [k=8] [kQuality=6] (NLDR)","HSLMDS [k=8] [kQuality=6] (NLDR)","HSLMDS (NLDR)",8,NA,0.72,0.43,1,NA,0.146,0.625,NA,NA,NA,NA,NA,9,6.103,0.678,0.357
"HSLMDS [k=8] [kQuality=7] (NLDR)","HSLMDS [k=8] [kQuality=7] (NLDR)","HSLMDS (NLDR)",8,NA,0.72,0.43,1,NA,0.13,0.625,NA,NA,NA,NA,NA,8,5.241,0.655,0.369
"HSLMDS [k=8] [kQuality=8] (NLDR)","HSLMDS [k=8] [kQuality=8] (NLDR)","HSLMDS (NLDR)",8,NA,0.72,0.43,1,NA,0.13,0.625,NA,NA,NA,NA,NA,8,5.241,0.655,0.369
"HSLMDS [k=8] [kQuality=9] (NLDR)","HSLMDS [k=8] [kQuality=9] (NLDR)","HSLMDS (NLDR)",8,NA,0.72,0.43,1,NA,0.13,0.625,NA,NA,NA,NA,NA,8,5.172,0.647,0.361
"HSLMDS [k=9] (rNLDR)","HSLMDS [k=9] (rNLDR)","HSLMDS (rNLDR)",9,NA,0.73,0.44,1,NA,5.633,0.625,NA,NA,NA,NA,NA,9,6.103,0.678,0.357
"HSLMDS [k=9] [kQuality=10] (NLDR)","HSLMDS [k=9] [kQuality=10] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.43,1,NA,0.076,0.625,NA,NA,NA,NA,NA,10,7.103,0.71,0.353
"HSLMDS [k=9] [kQuality=11] (NLDR)","HSLMDS [k=9] [kQuality=11] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.44,1,NA,0.065,0.625,NA,NA,NA,NA,NA,10,7.103,0.71,0.353
"HSLMDS [k=9] [kQuality=12] (NLDR)","HSLMDS [k=9] [kQuality=12] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.43,1,NA,0.076,0.625,NA,NA,NA,NA,NA,10,7.103,0.71,0.353
"HSLMDS [k=9] [kQuality=6] (NLDR)","HSLMDS [k=9] [kQuality=6] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.43,1,NA,0.088,0.625,NA,NA,NA,NA,NA,10,7.138,0.714,0.357
"HSLMDS [k=9] [kQuality=7] (NLDR)","HSLMDS [k=9] [kQuality=7] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.43,1,NA,0.089,0.625,NA,NA,NA,NA,NA,10,7.138,0.714,0.357
"HSLMDS [k=9] [kQuality=8] (NLDR)","HSLMDS [k=9] [kQuality=8] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.44,1,NA,0.065,0.625,NA,NA,NA,NA,NA,10,7.103,0.71,0.353
"HSLMDS [k=9] [kQuality=9] (NLDR)","HSLMDS [k=9] [kQuality=9] (NLDR)","HSLMDS (NLDR)",9,NA,0.73,0.43,1,NA,0.076,0.625,NA,NA,NA,NA,NA,10,7.103,0.71,0.353
"HSMDS (NLDR)","HSMDS (NLDR)","HSMDS (NLDR)",NA,NA,0.74,0.47,3,0,0.286,0.375,NA,NA,NA,NA,NA,10,7.069,0.707,0.35
"Isomap [k=10]","Isomap [k=10]","Isomap",10,NA,0.66,0.3,1,NA,0.048,0.125,NA,NA,NA,NA,NA,8,4.31,0.539,0.253
"Isomap [k=11]","Isomap [k=11]","Isomap",11,NA,0.66,0.3,1,NA,0.065,0.5,NA,NA,NA,NA,NA,10,6.069,0.607,0.25
"Isomap [k=12]","Isomap [k=12]","Isomap",12,NA,0.67,0.32,1,NA,0.064,0.625,NA,NA,NA,NA,NA,9,5.207,0.579,0.257
"Isomap [k=13]","Isomap [k=13]","Isomap",13,NA,0.69,0.36,1,NA,0.064,0.75,NA,NA,NA,NA,NA,8,4.483,0.56,0.275
"Isomap [k=14]","Isomap [k=14]","Isomap",14,NA,0.7,0.37,1,NA,0.064,0.5,NA,NA,NA,NA,NA,8,4.586,0.573,0.288
"Isomap [k=15]","Isomap [k=15]","Isomap",15,NA,0.7,0.37,1,NA,0.055,0.75,NA,NA,NA,NA,NA,8,4.552,0.569,0.283
"Isomap [k=16]","Isomap [k=16]","Isomap",16,NA,0.7,0.38,1,NA,0.05,0.75,NA,NA,NA,NA,NA,8,4.517,0.565,0.279
"Isomap [k=17]","Isomap [k=17]","Isomap",17,NA,0.7,0.38,1,NA,0.052,0.5,NA,NA,NA,NA,NA,8,4.517,0.565,0.279
"Isomap [k=18]","Isomap [k=18]","Isomap",18,NA,0.7,0.37,1,NA,0.052,0.75,NA,NA,NA,NA,NA,11,7.31,0.665,0.272
"Isomap [k=19]","Isomap [k=19]","Isomap",19,NA,0.71,0.4,1,NA,0.054,0.375,NA,NA,NA,NA,NA,12,8.931,0.744,0.316
"Isomap [k=20]","Isomap [k=20]","Isomap",20,NA,0.71,0.4,1,NA,0.051,0.5,NA,NA,NA,NA,NA,11,7.862,0.715,0.322
"Isomap [k=21]","Isomap [k=21]","Isomap",21,NA,0.71,0.39,1,NA,0.052,0.375,NA,NA,NA,NA,NA,10,6.655,0.666,0.308
"Isomap [k=22]","Isomap [k=22]","Isomap",22,NA,0.71,0.41,1,NA,0.052,0.375,NA,NA,NA,NA,NA,10,7.034,0.703,0.346
"Isomap [k=23]","Isomap [k=23]","Isomap",23,NA,0.7,0.38,1,NA,0.053,0.5,NA,NA,NA,NA,NA,9,5.517,0.613,0.292
"Isomap [k=24]","Isomap [k=24]","Isomap",24,NA,0.69,0.37,1,NA,0.05,0.5,NA,NA,NA,NA,NA,8,4.448,0.556,0.27
"Isomap [k=25]","Isomap [k=25]","Isomap",25,NA,0.69,0.36,1,NA,0.052,0.5,NA,NA,NA,NA,NA,4,1.655,0.414,0.271
"Isomap [k=26]","Isomap [k=26]","Isomap",26,NA,0.68,0.34,1,NA,0.05,0.375,NA,NA,NA,NA,NA,9,5.207,0.579,0.257
"Isomap [k=27]","Isomap [k=27]","Isomap",27,NA,0.67,0.32,1,NA,0.055,0.5,NA,NA,NA,NA,NA,2,0.69,0.345,0.273
"Isomap [k=28]","Isomap [k=28]","Isomap",28,NA,0.67,0.31,1,NA,0.05,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"Isomap [k=3]","Isomap [k=3]","Isomap",3,NA,0.67,0.31,1,NA,0.083,0.5,NA,NA,NA,NA,NA,7,3.655,0.522,0.272
"Isomap [k=4]","Isomap [k=4]","Isomap",4,NA,0.66,0.3,1,NA,0.052,0.75,NA,NA,NA,NA,NA,3,1.172,0.391,0.284
"Isomap [k=5]","Isomap [k=5]","Isomap",5,NA,0.67,0.31,1,NA,0.061,0.75,NA,NA,NA,NA,NA,5,2.172,0.434,0.256
"Isomap [k=6]","Isomap [k=6]","Isomap",6,NA,0.66,0.3,1,NA,0.049,0.875,NA,NA,NA,NA,NA,5,2.207,0.441,0.263
"Isomap [k=7]","Isomap [k=7]","Isomap",7,NA,0.66,0.3,1,NA,0.067,0.5,NA,NA,NA,NA,NA,7,3.517,0.502,0.252
"Isomap [k=8]","Isomap [k=8]","Isomap",8,NA,0.66,0.3,1,NA,0.048,0.625,NA,NA,NA,NA,NA,8,4.448,0.556,0.27
"Isomap [k=9]","Isomap [k=9]","Isomap",9,NA,0.67,0.31,1,NA,0.065,0.625,NA,NA,NA,NA,NA,8,4.552,0.569,0.283
"kPCA","kPCA","kPCA",NA,NA,0.5,-0.03,3,0,0.032,0.375,NA,NA,NA,NA,NA,2,0.207,0.103,0.032
"LMDS [k=10] (rNLDR)","LMDS [k=10] (rNLDR)","LMDS (rNLDR)",10,NA,0.72,0.41,1,NA,1.885,0.25,NA,NA,NA,NA,NA,11,8.069,0.734,0.341
"LMDS [k=10] (smacofx)","LMDS [k=10] (smacofx)","LMDS (smacofx)",10,NA,0.67,0.31,1,NA,0.29,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
"LMDS [k=10] [kQuality=10] (NLDR)","LMDS [k=10] [kQuality=10] (NLDR)","LMDS (NLDR)",10,NA,0.71,0.41,1,NA,0.027,0.75,NA,NA,NA,NA,NA,10,6.931,0.693,0.336
"LMDS [k=10] [kQuality=11] (NLDR)","LMDS [k=10] [kQuality=11] (NLDR)","LMDS (NLDR)",10,NA,0.71,0.41,1,NA,0.031,0.75,NA,NA,NA,NA,NA,10,6.931,0.693,0.336
"LMDS [k=10] [kQuality=12] (NLDR)","LMDS [k=10] [kQuality=12] (NLDR)","LMDS (NLDR)",10,NA,0.71,0.41,1,NA,0.027,0.75,NA,NA,NA,NA,NA,10,6.931,0.693,0.336
"LMDS [k=10] [kQuality=13] (NLDR)","LMDS [k=10] [kQuality=13] (NLDR)","LMDS (NLDR)",10,NA,0.71,0.41,1,NA,0.027,0.75,NA,NA,NA,NA,NA,10,6.931,0.693,0.336
"LMDS [k=10] [kQuality=7] (NLDR)","LMDS [k=10] [kQuality=7] (NLDR)","LMDS (NLDR)",10,NA,0.72,0.41,1,NA,0.092,0.25,NA,NA,NA,NA,NA,11,8.069,0.734,0.341
"LMDS [k=10] [kQuality=8] (NLDR)","LMDS [k=10] [kQuality=8] (NLDR)","LMDS (NLDR)",10,NA,0.72,0.41,1,NA,0.092,0.25,NA,NA,NA,NA,NA,11,8.069,0.734,0.341
"LMDS [k=10] [kQuality=9] (NLDR)","LMDS [k=10] [kQuality=9] (NLDR)","LMDS (NLDR)",10,NA,0.71,0.41,1,NA,0.027,0.75,NA,NA,NA,NA,NA,10,6.931,0.693,0.336
"LMDS [k=11] (rNLDR)","LMDS [k=11] (rNLDR)","LMDS (rNLDR)",11,NA,0.71,0.39,1,NA,0.807,0.5,NA,NA,NA,NA,NA,11,8.103,0.737,0.344
"LMDS [k=11] (smacofx)","LMDS [k=11] (smacofx)","LMDS (smacofx)",11,NA,0.67,0.31,1,NA,0.181,0.625,NA,NA,NA,NA,NA,2,0.759,0.379,0.308
